Sample Count,55

Sample No.,1
Date & Time,'2021-12-30 13:24:58
Data Type,OPC
Voc (V),39.28
Isc (A),8.918
Pmax (W),228.7857
Vpm (V),29.56
Ipm (A),7.738
EFF (%),11.768
FF,0.652
Tc (degC),15.9
Irr (W/m2),66
Nms,1
Rs (Ohm),0.9216
V (V),I (A),P (W)
3.82,7.090,27.1070
4.07,6.837,27.8829
4.33,6.819,29.5454
4.58,6.805,31.2218
4.84,6.795,32.9057
5.09,6.787,34.5962
5.35,6.779,36.2826
5.60,6.769,37.9574
5.86,6.759,39.6203
6.11,6.747,41.2730
6.37,6.732,42.8929
6.62,6.713,44.4889
6.88,6.691,46.0472
7.13,6.610,47.1753
7.39,6.579,48.6303
7.64,6.562,50.1792
7.90,6.550,51.7546
8.15,6.539,53.3370
8.41,6.529,54.9139
8.66,6.436,55.7746
8.92,6.247,55.7243
9.17,6.245,57.3027
9.42,6.244,58.8804
9.68,6.242,60.4573
9.93,6.241,62.0335
10.19,6.239,63.6089
10.44,6.238,65.1835
10.70,6.236,66.7574
10.95,6.235,68.3305
11.21,3.806,42.6870
11.46,3.792,43.4960
11.72,3.787,44.4027
11.97,3.782,45.3069
12.23,3.777,46.2084
12.48,3.772,47.1074
12.74,3.767,48.0037
12.99,3.761,48.8975
13.25,3.756,49.7886
13.50,3.751,50.6771
13.76,3.746,51.5631
14.01,3.741,52.4464
14.27,3.736,53.3272
14.52,3.731,54.2053
14.78,3.726,55.0808
15.03,3.721,55.9538
15.29,3.716,56.8241
15.54,3.710,57.6918
15.80,3.705,58.5553
16.05,3.700,59.4132
16.31,3.694,60.2683
16.56,3.689,61.1206
16.82,3.684,61.9702
17.07,3.678,62.8171
17.33,3.673,63.6612
17.58,3.667,64.5025
17.84,3.662,65.3412
18.09,3.657,66.1770
18.34,3.651,67.0101
18.60,3.646,67.8405
18.85,3.641,68.6681
19.11,3.635,69.4930
19.36,3.630,70.3151
19.62,3.624,71.1345
19.87,3.617,71.9126
20.13,3.602,72.5278
20.38,3.587,73.1352
20.64,3.571,73.7349
20.89,3.556,74.3268
21.15,3.541,74.9109
21.40,3.499,74.9183
21.66,3.405,73.7638
21.91,3.281,71.9138
22.17,3.128,69.3693
22.42,2.965,66.5179
22.68,2.760,62.6168
22.93,2.695,61.8208
23.19,2.644,61.3332
23.44,2.638,61.8636
23.70,2.632,62.3909
23.95,2.626,62.9151
24.21,2.620,63.4361
24.46,2.613,63.9540
24.72,2.607,64.4688
24.97,2.601,64.9805
25.23,2.595,65.4891
25.48,2.589,65.9945
25.74,2.583,66.4968
25.99,2.577,66.9960
26.25,2.571,67.4921
26.50,2.564,67.9851
26.76,2.558,68.4749
27.01,2.552,68.9616
27.27,2.546,69.4452
27.52,2.540,69.9257
27.77,2.535,70.4257
28.03,2.531,70.9569
28.28,2.526,71.4859
28.54,2.522,72.0129
28.79,2.518,72.5378
29.05,2.514,73.0607
29.30,2.510,73.5814
29.56,2.506,74.1000
29.81,2.502,74.6166
30.07,2.498,75.1310
30.32,2.494,75.6434
30.58,2.490,76.1537
30.83,2.485,76.6619
31.09,2.481,77.1680
31.34,2.477,77.6720
31.60,2.473,78.1739
31.85,2.469,78.6737
32.11,2.465,79.1715
32.36,2.461,79.6671
32.62,2.457,80.1607
32.87,2.453,80.6521
33.13,2.449,81.1415
33.38,2.444,81.6288
33.64,2.440,82.1140
33.89,2.436,82.5971
34.15,2.432,83.0782
34.40,2.428,83.5571
34.66,2.401,83.2421
34.91,2.336,81.5925
35.17,2.247,79.0499
35.42,2.128,75.3881
35.68,1.987,70.9052
35.93,1.841,66.1595
36.19,1.675,60.6211
36.44,1.527,55.6784
36.69,1.338,49.1237
36.95,1.145,42.3337
37.20,0.906,33.7474
37.46,0.697,26.1138
37.71,0.481,18.1726
37.97,0.253,9.6076

Sample No.,43
Date & Time,'2021-12-30 14:22:49
Data Type,OPC
Voc (V),38.22
Isc (A),7.487
Pmax (W),82.6361
Vpm (V),34.68
Ipm (A),2.382
EFF (%),4.250
FF,0.288
Tc (degC),13.5
Irr (W/m2),647
Nms,1
Rs (Ohm),1.1767
V (V),I (A),P (W)
0.25,7.455,1.8997
0.50,7.424,3.7834
0.76,7.392,5.6511
1.01,7.361,7.5026
1.27,7.329,9.3382
1.52,7.298,11.1578
1.78,7.266,12.9611
2.03,7.235,14.7485
2.29,7.203,16.5200
2.54,7.172,18.2751
2.80,7.140,20.0142
3.05,7.109,21.7374
3.31,7.077,23.4447
3.56,7.046,25.1356
3.82,7.012,26.8022
4.07,6.763,27.5759
4.33,6.743,29.2125
4.58,6.733,30.8831
4.84,6.723,32.5498
5.09,6.715,34.2213
5.35,6.707,35.8887
5.60,6.697,37.5471
5.86,6.686,39.1886
6.11,6.675,40.8224
6.37,6.662,42.4387
6.62,6.647,44.0369
6.87,6.628,45.6028
7.13,6.572,46.8913
7.38,6.550,48.4026
7.64,6.536,49.9679
7.89,6.298,49.7512
8.15,6.293,51.3192
8.40,6.289,52.8849
8.66,6.285,54.4571
8.91,6.282,56.0286
9.17,6.279,57.5984
9.42,6.275,59.1665
9.68,6.272,60.7328
9.93,6.268,62.2975
10.19,6.265,63.8604
10.44,6.262,65.4215
10.70,6.258,66.9810
10.95,3.764,41.2419
11.21,3.754,42.0897
11.46,3.744,42.9325
11.72,3.734,43.7701
11.97,3.724,44.6057
12.23,3.720,45.5029
12.48,3.716,46.3979
12.74,3.711,47.2908
12.99,3.707,48.1815
13.24,3.703,49.0700
13.50,3.699,49.9564
13.75,3.694,50.8407
14.01,3.690,51.7227
14.26,3.686,52.6027
14.52,3.682,53.4804
14.77,3.677,54.3560
15.03,3.673,55.2294
15.28,3.669,56.1007
15.54,3.665,56.9698
15.79,3.661,57.8368
16.05,3.656,58.7015
16.30,3.652,59.5642
16.56,3.648,60.4246
16.81,3.644,61.2829
17.07,3.639,62.1291
17.32,3.632,62.9434
17.58,3.626,63.7544
17.83,3.619,64.5620
18.09,3.613,65.3664
18.34,3.606,66.1673
18.60,3.600,66.9650
18.85,3.593,67.7594
19.11,3.587,68.5504
19.36,3.580,69.3381
19.62,3.574,70.1225
19.87,3.567,70.9035
20.12,3.560,71.6812
20.38,3.552,72.4180
20.63,3.530,72.8600
20.89,3.507,73.2905
21.14,3.485,73.7095
21.40,3.447,73.7849
21.65,3.349,72.5493
21.91,3.233,70.8671
22.16,3.100,68.7279
22.42,2.941,65.9683
22.67,2.782,63.0921
22.93,2.692,61.7469
23.18,2.674,62.0064
23.44,2.655,62.2566
23.69,2.637,62.4975
23.95,2.618,62.7289
24.20,2.600,62.9510
24.46,2.593,63.4516
24.71,2.589,64.0005
24.97,2.584,64.5471
25.22,2.580,65.0913
25.48,2.575,65.6332
25.73,2.571,66.1729
25.99,2.566,66.7102
26.24,2.562,67.2452
26.49,2.557,67.7779
26.75,2.553,68.3082
27.00,2.548,68.8363
27.26,2.544,69.3620
27.51,2.539,69.8855
27.77,2.534,70.4066
28.02,2.530,70.9254
28.28,2.525,71.4419
28.53,2.521,71.9561
28.79,2.516,72.4680
29.04,2.512,72.9776
29.30,2.507,73.4849
29.55,2.503,73.9898
29.81,2.498,74.4925
30.06,2.494,74.9928
30.32,2.489,75.4742
30.57,2.482,75.9177
30.83,2.476,76.3581
31.08,2.470,76.7953
31.34,2.464,77.2293
31.59,2.457,77.6601
31.85,2.451,78.0877
32.10,2.445,78.5122
32.36,2.439,78.9335
32.61,2.432,79.3516
32.87,2.426,79.7665
33.12,2.420,80.1782
33.37,2.414,80.5868
33.63,2.408,80.9922
33.88,2.401,81.3944
34.14,2.395,81.7934
34.39,2.389,82.1893
34.65,2.383,82.5819
34.90,2.312,80.7148
35.16,2.213,77.8481
35.41,2.091,74.0621
35.67,1.958,69.8814
35.92,1.789,64.2820
36.18,1.630,59.0085
36.43,1.481,53.9720
36.69,1.302,47.7741
36.94,1.110,41.0272
37.20,0.898,33.4229
37.45,0.691,25.8978
37.71,0.466,17.5980
37.96,0.241,9.1650

Sample No.,44
Date & Time,'2021-12-30 14:23:08
Data Type,OPC
Voc (V),38.19
Isc (A),7.480
Pmax (W),81.4932
Vpm (V),34.23
Ipm (A),2.380
EFF (%),4.192
FF,0.285
Tc (degC),13.6
Irr (W/m2),62
Nms,1
Rs (Ohm),1.3361
V (V),I (A),P (W)
0.25,7.449,1.8968
0.50,7.417,3.7776
0.76,7.385,5.6422
1.01,7.354,7.4906
1.27,7.322,9.3230
1.52,7.290,11.1391
1.78,7.259,12.9392
2.03,7.227,14.7233
2.29,7.195,16.4910
2.54,7.164,18.2428
2.80,7.132,19.9785
3.05,7.100,21.6978
3.31,7.069,23.4011
3.56,7.037,25.0884
3.81,7.005,26.7595
4.07,6.761,27.5466
4.32,6.738,29.1689
4.58,6.726,30.8308
4.83,6.715,32.4904
5.09,6.705,34.1517
5.34,6.696,35.8081
5.60,6.686,37.4586
5.85,6.676,39.1040
6.11,6.665,40.7353
6.36,6.652,42.3507
6.62,6.637,43.9446
6.87,6.619,45.5092
7.12,6.578,46.9051
7.38,6.537,48.2740
7.63,6.521,49.8182
7.89,6.503,51.3396
8.14,6.175,50.3180
8.40,6.173,51.8762
8.65,6.171,53.4335
8.91,6.170,54.9900
9.16,6.168,56.5456
9.42,6.166,58.1003
9.67,6.164,59.6542
9.93,6.163,61.2072
10.18,6.161,62.7593
10.44,6.159,64.3106
10.69,6.158,65.8610
10.94,6.156,67.4106
11.20,6.154,68.9593
11.45,6.153,70.5071
11.71,6.151,72.0540
11.96,3.705,44.3423
12.22,3.700,45.2304
12.47,3.696,46.1163
12.73,3.691,46.9998
12.98,3.686,47.8810
13.24,3.682,48.7599
13.49,3.677,49.6366
13.75,3.673,50.5109
14.00,3.668,51.3829
14.25,3.664,52.2526
14.51,3.659,53.1200
14.76,3.655,53.9851
15.02,3.650,54.8478
15.27,3.646,55.7083
15.53,3.641,56.5665
15.78,3.637,57.4211
16.04,3.632,58.2657
16.29,3.626,59.1077
16.55,3.621,59.9471
16.80,3.616,60.7839
17.06,3.611,61.6181
17.31,3.606,62.4498
17.57,3.601,63.2788
17.82,3.596,64.1053
18.07,3.591,64.9291
18.33,3.586,65.7504
18.58,3.581,66.5691
18.84,3.576,67.3852
19.09,3.570,68.1987
19.35,3.565,69.0096
19.60,3.560,69.8180
19.86,3.555,70.6237
20.11,3.546,71.3466
20.37,3.528,71.8795
20.62,3.510,72.4030
20.88,3.492,72.9174
21.13,3.473,73.4224
21.38,3.414,73.0372
21.64,3.299,71.4060
21.89,3.143,68.8424
22.15,2.959,65.5561
22.40,2.764,61.9397
22.66,2.679,60.7141
22.91,2.647,60.6677
23.17,2.615,60.6051
23.42,2.593,60.7607
23.68,2.588,61.2975
23.93,2.583,61.8316
24.19,2.577,62.3631
24.44,2.572,62.8919
24.70,2.567,63.4180
24.95,2.562,63.9415
25.20,2.557,64.4623
25.46,2.551,64.9805
25.71,2.546,65.4960
25.97,2.541,66.0088
26.22,2.536,66.5190
26.48,2.530,67.0265
26.73,2.525,67.5314
26.99,2.520,68.0336
27.24,2.515,68.5331
27.50,2.510,69.0300
27.75,2.504,69.5242
28.01,2.499,70.0158
28.26,2.494,70.5047
28.51,2.489,70.9910
28.77,2.484,71.4846
29.02,2.479,71.9763
29.28,2.474,72.4656
29.53,2.469,72.9524
29.79,2.464,73.4367
30.04,2.460,73.9186
30.30,2.455,74.3980
30.55,2.450,74.8749
30.81,2.445,75.3493
31.06,2.440,75.8213
31.32,2.435,76.2908
31.57,2.430,76.7578
31.83,2.426,77.2224
32.08,2.421,77.6844
32.33,2.416,78.1441
32.59,2.411,78.6012
32.84,2.406,79.0559
33.10,2.401,79.5081
33.35,2.396,79.9578
33.61,2.392,80.4050
33.86,2.387,80.8498
34.12,2.382,81.2921
34.37,2.345,80.6251
34.63,2.281,79.0028
34.88,2.178,75.9867
35.14,2.051,72.0931
35.39,1.862,65.9152
35.64,1.682,59.9701
35.90,1.527,54.8597
36.15,1.358,49.1333
36.41,1.236,45.0084
36.66,1.111,40.7603
36.92,0.966,35.6891
37.17,0.791,29.4275
37.43,0.592,22.1850
37.68,0.416,15.6811
37.94,0.219,8.3368

Sample No.,45
Date & Time,'2021-12-30 14:38:30
Data Type,OPC
Voc (V),38.86
Isc (A),5.627
Pmax (W),136.1296
Vpm (V),33.48
Ipm (A),4.066
EFF (%),7.002
FF,0.622
Tc (degC),13.7
Irr (W/m2),71
Nms,1
Rs (Ohm),97.1951
V (V),I (A),P (W)
0.25,5.601,1.4513
0.51,5.575,2.8893
0.77,5.550,4.3140
1.03,5.524,5.7252
1.29,5.498,7.1230
1.55,5.472,8.5075
1.81,5.446,9.8786
2.07,5.420,11.2363
2.33,5.395,12.5805
2.59,5.369,13.9115
2.85,5.343,15.2290
3.10,5.317,16.5330
3.36,5.018,16.9039
3.62,5.017,18.1988
3.88,5.015,19.4930
4.14,5.014,20.7864
4.40,5.012,22.0791
4.66,5.011,23.3709
4.92,5.009,24.6620
5.18,5.008,25.9524
5.44,5.006,27.2420
5.70,5.005,28.5308
5.95,5.003,29.8188
6.21,5.002,31.1061
6.47,5.000,32.3926
6.73,4.997,33.6679
6.99,4.994,34.9398
7.25,4.991,36.2100
7.51,4.988,37.4784
7.77,4.984,38.7452
8.03,4.979,39.9983
8.29,4.969,41.2010
8.55,4.958,42.3965
8.80,4.947,43.5837
9.06,4.936,44.7695
9.32,4.926,45.9521
9.58,4.916,47.1288
9.84,4.905,48.2999
10.10,4.893,49.4491
10.36,4.881,50.5905
10.62,4.870,51.7412
10.88,4.860,52.8876
11.14,4.849,54.0332
11.40,4.839,55.1741
11.65,4.830,56.3142
11.91,4.820,57.4492
12.17,4.811,58.5878
12.43,4.802,59.7233
12.69,4.793,60.8549
12.95,4.784,61.9833
13.21,4.775,63.1072
13.47,4.767,64.2367
13.73,4.760,65.3652
13.99,4.752,66.4897
14.25,4.743,67.5947
14.50,4.734,68.6908
14.76,4.725,69.7842
15.02,4.716,70.8822
15.28,4.708,71.9759
15.54,4.700,73.0681
15.80,4.692,74.1624
16.06,4.684,75.2527
16.32,4.676,76.3356
16.58,4.667,77.3975
16.84,4.658,78.4547
17.10,4.649,79.5106
17.35,4.641,80.5673
17.61,4.632,81.6196
17.87,4.624,82.6670
18.13,4.615,83.7093
18.39,4.606,84.7471
18.65,4.597,85.7709
18.91,4.587,86.7701
19.17,4.577,87.7639
19.43,4.564,88.7039
19.69,4.551,89.6156
19.95,4.540,90.5819
20.20,4.530,91.5673
20.46,4.521,92.5477
20.72,4.509,93.4723
20.98,4.496,94.3758
21.24,4.483,95.2586
21.50,4.469,96.1222
21.76,4.456,96.9852
22.02,4.443,97.8496
22.28,4.429,98.7056
22.54,4.416,99.5492
22.80,4.402,100.3859
23.05,4.390,101.2342
23.31,4.377,102.0763
23.57,4.365,102.9316
23.83,4.354,103.7972
24.09,4.343,104.6570
24.35,4.333,105.5345
24.61,4.323,106.4150
24.87,4.313,107.2904
25.13,4.304,108.1891
25.39,4.297,109.1120
25.65,4.289,110.0310
25.90,4.282,110.9461
26.16,4.274,111.8663
26.42,4.269,112.8234
26.68,4.263,113.7776
26.94,4.257,114.7288
27.20,4.252,115.6771
27.46,4.246,116.6225
27.72,4.240,117.5717
27.98,4.235,118.5310
28.24,4.230,119.4877
28.50,4.225,120.4419
28.75,4.221,121.3934
29.01,4.216,122.3424
29.27,4.211,123.2888
29.53,4.205,124.2190
29.79,4.199,125.1345
30.05,4.193,126.0468
30.31,4.188,126.9562
30.57,4.182,127.8625
30.83,4.176,128.7658
31.09,4.169,129.6356
31.35,4.162,130.4826
31.60,4.154,131.3257
31.86,4.147,132.1650
32.12,4.139,133.0004
32.38,4.129,133.7439
32.64,4.119,134.4690
32.90,4.108,135.1887
33.16,4.092,135.7292
33.42,4.070,136.0587
33.68,4.025,135.5971
33.94,3.934,133.5518
34.20,3.838,131.2682
34.45,3.711,127.8970
34.71,3.561,123.6466
34.97,3.428,119.9075
35.23,3.277,115.4853
35.49,3.091,109.7454
35.75,2.931,104.8105
36.01,2.716,97.8212
36.27,2.574,93.3906
36.53,2.338,85.4160
36.79,2.109,77.6264
37.05,1.859,68.9119
37.30,1.625,60.6556
37.56,1.364,51.2462
37.82,1.114,42.1714
38.08,0.813,30.9913
38.34,0.542,20.8076
38.60,0.275,10.6214

Sample No.,46
Date & Time,'2021-12-30 14:39:01
Data Type,OPC
Voc (V),38.83
Isc (A),5.233
Pmax (W),131.8801
Vpm (V),33.42
Ipm (A),3.945
EFF (%),6.783
FF,0.649
Tc (degC),13.0
Irr (W/m2),588
Nms,1
Rs (Ohm),1.0201
V (V),I (A),P (W)
0.25,5.213,1.3496
0.51,5.194,2.6891
0.77,5.174,4.0186
1.03,5.155,5.3380
1.29,5.135,6.6473
1.55,5.116,7.9466
1.81,5.096,9.2357
2.07,5.077,10.5149
2.32,5.057,11.7838
2.58,5.038,13.0428
2.84,5.018,14.2915
3.10,4.999,15.5303
3.36,4.953,16.6695
3.62,4.906,17.7831
3.88,4.879,18.9486
4.14,4.857,20.1172
4.40,4.835,21.2800
4.65,4.817,22.4488
4.91,4.805,23.6358
5.17,4.793,24.8159
5.43,4.781,25.9921
5.69,4.771,27.1740
5.95,4.762,28.3583
6.21,4.754,29.5396
6.47,4.746,30.7173
6.73,4.739,31.8965
6.98,4.731,33.0719
7.24,4.725,34.2489
7.50,4.718,35.4225
7.76,4.712,36.6008
8.02,4.708,37.7813
8.28,4.703,38.9592
8.54,4.698,40.1358
8.80,4.693,41.3119
9.06,4.689,42.4856
9.31,4.684,43.6570
9.57,4.680,44.8264
9.83,4.675,45.9937
10.09,4.671,47.1587
10.35,4.666,48.3217
10.61,4.662,49.4877
10.87,4.658,50.6515
11.13,4.654,51.8134
11.39,4.650,52.9731
11.64,4.647,54.1354
11.90,4.643,55.2969
12.16,4.640,56.4566
12.42,4.636,57.6146
12.68,4.633,58.7707
12.94,4.629,59.9207
13.20,4.625,61.0678
13.46,4.621,62.2130
13.71,4.617,63.3561
13.97,4.613,64.4967
14.23,4.609,65.6342
14.49,4.605,66.7696
14.75,4.601,67.9029
15.01,4.597,69.0342
15.27,4.593,70.1606
15.53,4.589,71.2841
15.79,4.585,72.4053
16.04,4.581,73.5244
16.30,4.576,74.6351
16.56,4.571,75.7350
16.82,4.566,76.8321
17.08,4.561,77.9266
17.34,4.555,79.0069
17.60,4.549,80.0807
17.86,4.543,81.1514
18.12,4.536,82.1966
18.37,4.527,83.2207
18.63,4.519,84.2315
18.89,4.508,85.1956
19.15,4.497,86.1502
19.41,4.485,87.0922
19.67,4.473,88.0172
19.93,4.461,88.9281
20.19,4.447,89.8097
20.45,4.433,90.6772
20.70,4.419,91.5288
20.96,4.404,92.3566
21.22,4.388,93.1472
21.48,4.368,93.8699
21.74,4.346,94.5116
22.00,4.328,95.2376
22.26,4.308,95.9216
22.52,4.294,96.7142
22.78,4.282,97.5502
23.03,4.270,98.3847
23.29,4.258,99.2152
23.55,4.248,100.0834
23.81,4.239,100.9772
24.07,4.231,101.8665
24.33,4.223,102.7619
24.59,4.215,103.6583
24.85,4.207,104.5506
25.11,4.199,105.4378
25.36,4.190,106.3194
25.62,4.182,107.1968
25.88,4.174,108.0706
26.14,4.166,108.9425
26.40,4.158,109.8103
26.66,4.150,110.6739
26.92,4.143,111.5622
27.18,4.137,112.4535
27.43,4.130,113.3414
27.69,4.123,114.2259
27.95,4.117,115.1180
28.21,4.111,116.0120
28.47,4.105,116.9027
28.73,4.099,117.7904
28.99,4.093,118.6744
29.25,4.086,119.5522
29.51,4.080,120.4267
29.76,4.074,121.2980
30.02,4.068,122.1661
30.28,4.061,123.0187
30.54,4.054,123.8559
30.80,4.047,124.6894
31.06,4.040,125.5193
31.32,4.033,126.3379
31.58,4.025,127.1392
31.84,4.018,127.9364
32.09,4.010,128.7297
32.35,4.001,129.4686
32.61,3.990,130.1495
32.87,3.979,130.8248
33.13,3.964,131.3556
33.39,3.947,131.8195
33.65,3.918,131.8716
33.91,3.853,130.6908
34.17,3.742,127.8912
34.42,3.601,123.9981
34.68,3.450,119.7047
34.94,3.288,114.9190
35.20,3.144,110.6879
35.46,2.996,106.2830
35.72,2.808,100.3145
35.98,2.616,94.1418
36.24,2.455,88.9844
36.50,2.277,83.1468
36.75,2.026,74.4938
37.01,1.817,67.2805
37.27,1.577,58.7992
37.53,1.315,49.3905
37.79,1.085,41.0133
38.05,0.806,30.6728
38.31,0.559,21.4448
38.57,0.293,11.3350

Sample No.,47
Date & Time,'2021-12-30 14:39:28
Data Type,OPC
Voc (V),38.82
Isc (A),5.104
Pmax (W),133.9060
Vpm (V),33.30
Ipm (A),4.020
EFF (%),6.888
FF,0.675
Tc (degC),13.3
Irr (W/m2),61
Nms,1
Rs (Ohm),0.9702
V (V),I (A),P (W)
0.25,5.080,1.3148
0.51,5.055,2.6171
0.77,5.031,3.9068
1.03,5.007,5.1840
1.29,4.983,6.4486
1.55,4.958,7.7007
1.81,4.934,8.9401
2.07,4.910,10.1671
2.32,4.886,11.3814
2.58,4.861,12.5832
2.84,4.826,13.7398
3.10,4.725,14.6751
3.36,4.691,15.7841
3.62,4.666,16.9089
3.88,4.648,18.0458
4.14,4.632,19.1835
4.39,4.620,20.3302
4.65,4.609,21.4732
4.91,4.598,22.6123
5.17,4.589,23.7545
5.43,4.580,24.8953
5.69,4.572,26.0347
5.95,4.565,27.1764
6.21,4.559,28.3202
6.47,4.553,29.4607
6.72,4.547,30.6023
6.98,4.542,31.7417
7.24,4.536,32.8783
7.50,4.532,34.0177
7.76,4.527,35.1561
8.02,4.523,36.2922
8.28,4.518,37.4260
8.54,4.514,38.5628
8.79,4.511,39.6976
9.05,4.507,40.8304
9.31,4.503,41.9612
9.57,4.499,43.0914
9.83,4.496,44.2209
10.09,4.492,45.3487
10.35,4.489,46.4746
10.61,4.485,47.5986
10.87,4.482,48.7225
11.12,4.478,49.8459
11.38,4.475,50.9675
11.64,4.472,52.0874
11.90,4.468,53.2055
12.16,4.465,54.3218
12.42,4.462,55.4352
12.68,4.458,56.5468
12.94,4.455,57.6567
13.19,4.451,58.7648
13.45,4.448,59.8711
13.71,4.445,60.9749
13.97,4.441,62.0766
14.23,4.438,63.1765
14.49,4.434,64.2747
14.75,4.431,65.3710
15.01,4.427,66.4663
15.27,4.424,67.5610
15.52,4.420,68.6539
15.78,4.417,69.7451
16.04,4.414,70.8346
16.30,4.410,71.9223
16.56,4.407,73.0075
16.82,4.404,74.0908
17.08,4.400,75.1723
17.34,4.397,76.2520
17.59,4.393,77.3299
17.85,4.390,78.4058
18.11,4.386,79.4775
18.37,4.383,80.5474
18.63,4.379,81.6154
18.89,4.376,82.6815
19.15,4.372,83.7458
19.41,4.368,84.8063
19.67,4.365,85.8629
19.92,4.361,86.9175
20.18,4.357,87.9702
20.44,4.353,89.0210
20.70,4.350,90.0697
20.96,4.346,91.1162
21.22,4.342,92.1607
21.48,4.338,93.2033
21.74,4.334,94.2439
21.99,4.331,95.2826
22.25,4.327,96.3143
22.51,4.322,97.3420
22.77,4.318,98.3676
23.03,4.314,99.3910
23.29,4.310,100.4123
23.55,4.305,101.4172
23.81,4.300,102.4083
24.07,4.295,103.3967
24.32,4.290,104.3824
24.58,4.285,105.3624
24.84,4.279,106.3353
25.10,4.274,107.3054
25.36,4.268,108.2726
25.62,4.262,109.2301
25.88,4.256,110.1750
26.14,4.250,111.1168
26.39,4.244,112.0553
26.65,4.237,112.9731
26.91,4.230,113.8822
27.17,4.223,114.7876
27.43,4.217,115.6969
27.69,4.210,116.6099
27.95,4.204,117.5196
28.21,4.197,118.4260
28.47,4.191,119.3407
28.72,4.185,120.2537
28.98,4.179,121.1636
29.24,4.173,122.0704
29.50,4.167,122.9624
29.76,4.161,123.8502
30.02,4.154,124.7347
30.28,4.148,125.6122
30.54,4.140,126.4664
30.79,4.133,127.3170
31.05,4.126,128.1638
31.31,4.118,128.9698
31.57,4.109,129.7566
31.83,4.100,130.5388
32.09,4.090,131.2810
32.35,4.080,132.0123
32.61,4.069,132.6995
32.87,4.055,133.2950
33.12,4.036,133.7389
33.38,4.003,133.6820
33.64,3.929,132.2012
33.90,3.813,129.3069
34.16,3.684,125.8709
34.42,3.557,122.4739
34.68,3.369,116.8670
34.94,3.215,112.3554
35.19,3.067,107.9710
35.45,2.933,104.0090
35.71,2.763,98.6935
35.97,2.580,92.8311
36.23,2.374,86.0576
36.49,2.216,80.8927
36.75,2.012,73.9823
37.01,1.799,66.6129
37.27,1.564,58.3174
37.52,1.317,49.4289
37.78,1.030,38.9344
38.04,0.763,29.0367
38.30,0.519,19.9129
38.56,0.250,9.6609

Sample No.,48
Date & Time,'2021-12-30 14:40:05
Data Type,OPC
Voc (V),38.79
Isc (A),5.111
Pmax (W),132.8561
Vpm (V),33.22
Ipm (A),3.998
EFF (%),6.834
FF,0.669
Tc (degC),13.6
Irr (W/m2),547
Nms,1
Rs (Ohm),0.9562
V (V),I (A),P (W)
0.25,5.085,1.3154
0.51,5.060,2.6176
0.77,5.034,3.9065
1.03,5.009,5.1822
1.29,4.983,6.4447
1.55,4.957,7.6938
1.81,4.932,8.9298
2.06,4.906,10.1526
2.32,4.881,11.3620
2.58,4.855,12.5583
2.84,4.814,13.6970
3.10,4.709,14.6161
3.36,4.673,15.7143
3.62,4.648,16.8331
3.87,4.629,17.9606
4.13,4.613,19.0928
4.39,4.600,20.2262
4.65,4.588,21.3601
4.91,4.577,22.4949
5.17,4.568,23.6322
5.43,4.560,24.7677
5.69,4.552,25.9039
5.94,4.545,27.0372
6.20,4.538,28.1709
6.46,4.532,29.3039
6.72,4.525,30.4336
6.98,4.520,31.5689
7.24,4.515,32.7023
7.50,4.510,33.8332
7.75,4.506,34.9637
8.01,4.501,36.0950
8.27,4.497,37.2241
8.53,4.493,38.3510
8.79,4.489,39.4764
9.05,4.485,40.6014
9.31,4.481,41.7244
9.56,4.477,42.8452
9.82,4.473,43.9640
10.08,4.468,45.0785
10.34,4.464,46.1901
10.60,4.460,47.2994
10.86,4.456,48.4066
11.12,4.451,49.5106
11.38,4.447,50.6114
11.63,4.442,51.7099
11.89,4.438,52.8060
12.15,4.433,53.8992
12.41,4.429,54.9882
12.67,4.424,56.0749
12.93,4.419,57.1591
13.19,4.415,58.2408
13.44,4.410,59.3193
13.70,4.405,60.3954
13.96,4.401,61.4691
14.22,4.396,62.5408
14.48,4.392,63.6163
14.74,4.387,64.6895
15.00,4.383,65.7605
15.25,4.379,66.8294
15.51,4.375,67.8977
15.77,4.371,68.9664
16.03,4.367,70.0330
16.29,4.363,71.0976
16.55,4.359,72.1601
16.81,4.355,73.2228
17.07,4.351,74.2880
17.32,4.348,75.3513
17.58,4.344,76.4128
17.84,4.341,77.4723
18.10,4.337,78.5301
18.36,4.333,79.5816
18.62,4.329,80.6278
18.88,4.325,81.6720
19.13,4.321,82.7141
19.39,4.317,83.7542
19.65,4.313,84.7937
19.91,4.310,85.8349
20.17,4.306,86.8742
20.43,4.302,87.9115
20.69,4.298,88.9469
20.94,4.295,89.9803
21.20,4.290,91.0036
21.46,4.286,92.0183
21.72,4.282,93.0308
21.98,4.277,94.0409
22.24,4.273,95.0488
22.50,4.268,96.0538
22.76,4.264,97.0562
23.01,4.259,98.0563
23.27,4.255,99.0541
23.53,4.250,100.0496
23.79,4.246,101.0394
24.05,4.241,102.0248
24.31,4.236,103.0077
24.57,4.232,103.9881
24.82,4.227,104.9662
25.08,4.222,105.9341
25.34,4.217,106.8969
25.60,4.212,107.8570
25.86,4.207,108.8145
26.12,4.202,109.7687
26.38,4.196,110.7173
26.63,4.191,111.6632
26.89,4.186,112.6064
27.15,4.181,113.5469
27.41,4.175,114.4790
27.67,4.170,115.4049
27.93,4.164,116.3279
